,Condition,List,GenderRating,Name,Prompt,Male,Female,Other,Likeable,Accomplished,Important,SubjID,SubjGenderMale
1,first,1C,6.24,Ashley Cook,book,0,1,0,2,1,2,Exp4_P338,1
2,first,1C,2.61,Emerson Moore,meals,1,0,0,1,2,1,Exp4_P338,1
3,first,1C,6.82,Emily Ward,album,0,1,0,3,1,5,Exp4_P338,1
4,first,1C,5.34,Jackie Turner,animals,0,1,0,2,4,5,Exp4_P338,1
5,first,1C,1.28,James Green,science,1,0,0,4,2,1,Exp4_P338,1
6,first,1C,4.39,Jessie Brooks,sports,1,0,0,3,2,4,Exp4_P338,1
7,first,1C,3.87,Reese King,politics,1,0,0,3,2,3,Exp4_P338,1
8,first,3B,5.22,Blair Hill,book,1,0,0,3,5,3,Exp4_P9,1
9,first,3B,1.24,Brian King,animals,1,0,0,2,3,2,Exp4_P9,1
10,first,3B,5.86,Elisha Moore,politics,0,1,0,4,3,2,Exp4_P9,1
11,first,3B,3.75,Quinn Parker,sports,1,0,0,3,1,3,Exp4_P9,1
12,first,3B,6.78,Rebecca Wright,meals,0,1,0,2,3,2,Exp4_P9,1
13,first,3B,4.34,Riley Cook,science,0,1,0,4,3,2,Exp4_P9,1
14,first,3B,2.41,Tommie Smith,album,1,0,0,4,2,4,Exp4_P9,1
15,first,2A,2.12,Chris Collins,meals,1,0,0,5,6,6,Exp4_P160,1
16,first,2A,5.59,Jodie Ward,animals,1,0,0,5,5,5,Exp4_P160,1
17,first,2A,4.73,Kerry Moore,book,1,0,0,6,6,6,Exp4_P160,1
18,first,2A,6.73,Mary Brown,politics,1,0,0,6,6,6,Exp4_P160,1
19,first,2A,1.21,Matthew Turner,album,1,0,0,5,5,5,Exp4_P160,1
20,first,2A,3.61,Stevie Cooper,science,1,0,0,6,6,6,Exp4_P160,1
21,first,2A,4.22,Taylor Smith,sports,1,0,0,5,6,5,Exp4_P160,1
22,first,3C,6.24,Ashley Green,album,0,1,0,2,2,4,Exp4_P375,NA
23,first,3C,2.61,Emerson Baker,animals,1,0,0,2,2,3,Exp4_P375,NA
24,first,3C,6.82,Emily Brooks,politics,0,1,0,2,2,3,Exp4_P375,NA
25,first,3C,5.34,Jackie Walker,book,0,1,0,3,4,3,Exp4_P375,NA
26,first,3C,1.28,James White,sports,1,0,0,3,2,3,Exp4_P375,NA
27,first,3C,4.39,Jessie Turner,science,0,1,0,3,2,2,Exp4_P375,NA
28,first,3C,3.87,Reese Campbell,meals,0,1,0,3,3,3,Exp4_P375,NA
29,first,2A,2.12,Chris Collins,meals,1,0,0,1,3,3,Exp4_P329,0
30,first,2A,5.59,Jodie Ward,animals,0,1,0,1,3,3,Exp4_P329,0
31,first,2A,4.73,Kerry Moore,book,0,1,0,4,2,2,Exp4_P329,0
32,first,2A,6.73,Mary Brown,politics,0,1,0,2,1,2,Exp4_P329,0
33,first,2A,1.21,Matthew Turner,album,0,1,0,3,2,2,Exp4_P329,0
34,first,2A,3.61,Stevie Cooper,science,1,0,0,2,2,3,Exp4_P329,0
35,first,2A,4.22,Taylor Smith,sports,1,0,0,3,1,3,Exp4_P329,0
36,first,1B,5.22,Blair Campbell,politics,1,0,0,2,2,2,Exp4_P210,1
37,first,1B,1.24,Brian Walker,sports,1,0,0,2,2,2,Exp4_P210,1
38,first,1B,5.86,Elisha Collins,book,1,0,0,3,2,1,Exp4_P210,1
39,first,1B,3.75,Quinn Young,album,0,1,0,2,2,1,Exp4_P210,1
40,first,1B,6.78,Rebecca Bell,animals,0,1,0,1,3,3,Exp4_P210,1
41,first,1B,4.34,Riley Hill,meals,0,1,0,2,3,3,Exp4_P210,1
42,first,1B,2.41,Tommie Brown,science,1,0,0,4,2,3,Exp4_P210,1
43,first,1B,5.22,Blair Campbell,politics,0,1,0,5,6,4,Exp4_P39,1
44,first,1B,1.24,Brian Walker,sports,1,0,0,6,7,5,Exp4_P39,1
45,first,1B,5.86,Elisha Collins,book,1,0,0,4,5,4,Exp4_P39,1
46,first,1B,3.75,Quinn Young,album,0,1,0,4,6,6,Exp4_P39,1
47,first,1B,6.78,Rebecca Bell,animals,0,1,0,6,5,5,Exp4_P39,1
48,first,1B,4.34,Riley Hill,meals,1,0,0,6,5,6,Exp4_P39,1
49,first,1B,2.41,Tommie Brown,science,1,0,0,4,6,6,Exp4_P39,1
50,first,3C,6.24,Ashley Green,album,0,1,0,2,1,2,Exp4_P384,0
51,first,3C,2.61,Emerson Baker,animals,1,0,0,1,1,2,Exp4_P384,0
52,first,3C,6.82,Emily Brooks,politics,0,1,0,1,1,2,Exp4_P384,0
53,first,3C,5.34,Jackie Walker,book,0,1,0,1,1,3,Exp4_P384,0
54,first,3C,1.28,James White,sports,1,0,0,1,3,2,Exp4_P384,0
55,first,3C,4.39,Jessie Turner,science,0,1,0,2,1,2,Exp4_P384,0
56,first,3C,3.87,Reese Campbell,meals,1,0,0,1,1,3,Exp4_P384,0
57,first,3B,5.22,Blair Hill,book,0,1,0,4,3,4,Exp4_P194,NA
58,first,3B,1.24,Brian King,animals,1,0,0,2,3,4,Exp4_P194,NA
59,first,3B,5.86,Elisha Moore,politics,0,1,0,4,4,4,Exp4_P194,NA
60,first,3B,3.75,Quinn Parker,sports,1,0,0,3,3,3,Exp4_P194,NA
61,first,3B,6.78,Rebecca Wright,meals,0,1,0,2,3,4,Exp4_P194,NA
62,first,3B,4.34,Riley Cook,science,0,1,0,3,3,3,Exp4_P194,NA
63,first,3B,2.41,Tommie Smith,album,1,0,0,4,2,3,Exp4_P194,NA
64,first,1C,6.24,Ashley Cook,book,0,1,0,3,3,3,Exp4_P238,1
65,first,1C,2.61,Emerson Moore,meals,1,0,0,2,3,2,Exp4_P238,1
66,first,1C,6.82,Emily Ward,album,1,0,0,4,3,3,Exp4_P238,1
67,first,1C,5.34,Jackie Turner,animals,0,1,0,2,3,3,Exp4_P238,1
68,first,1C,1.28,James Green,science,1,0,0,4,2,2,Exp4_P238,1
69,first,1C,4.39,Jessie Brooks,sports,1,0,0,4,3,5,Exp4_P238,1
70,first,1C,3.87,Reese King,politics,1,0,0,4,4,5,Exp4_P238,1
71,first,2C,6.24,Ashley Walker,science,0,1,0,3,2,4,Exp4_P174,0
72,first,2C,2.61,Emerson Green,sports,1,0,0,3,2,4,Exp4_P174,0
73,first,2C,6.82,Emily Baker,animals,0,1,0,1,3,4,Exp4_P174,0
74,first,2C,5.34,Jackie White,meals,0,1,0,2,3,4,Exp4_P174,0
75,first,2C,1.28,James Miller,politics,1,0,0,3,2,4,Exp4_P174,0
76,first,2C,4.39,Jessie Cook,book,1,0,0,3,2,4,Exp4_P174,0
77,first,2C,3.87,Reese Parker,album,1,0,0,3,2,4,Exp4_P174,0
78,first,1C,6.24,Ashley Cook,book,0,1,0,2,2,2,Exp4_P262,0
79,first,1C,2.61,Emerson Moore,meals,1,0,0,3,2,2,Exp4_P262,0
80,first,1C,6.82,Emily Ward,album,0,1,0,3,3,3,Exp4_P262,0
81,first,1C,5.34,Jackie Turner,animals,0,1,0,3,2,3,Exp4_P262,0
82,first,1C,1.28,James Green,science,1,0,0,2,3,2,Exp4_P262,0
83,first,1C,4.39,Jessie Brooks,sports,0,1,0,3,3,1,Exp4_P262,0
84,first,1C,3.87,Reese King,politics,1,0,0,2,2,5,Exp4_P262,0
85,first,1A,2.12,Chris Miller,science,1,0,0,4,2,3,Exp4_P402,0
86,first,1A,5.59,Jodie Parker,book,0,1,0,2,2,2,Exp4_P402,0
87,first,1A,4.73,Kerry Baker,album,1,0,0,2,2,2,Exp4_P402,0
88,first,1A,6.73,Mary Cooper,sports,0,1,0,2,1,1,Exp4_P402,0
89,first,1A,1.21,Matthew Smith,animals,1,0,0,2,3,3,Exp4_P402,0
90,first,1A,3.61,Stevie White,politics,1,0,0,2,3,3,Exp4_P402,0
91,first,1A,4.22,Taylor Wright,meals,1,0,0,1,2,2,Exp4_P402,0
92,first,3A,2.12,Chris Young,politics,1,0,0,2,3,1,Exp4_P303,0
93,first,3A,5.59,Jodie Cooper,sports,0,1,0,2,1,3,Exp4_P303,0
94,first,3A,4.73,Kerry Bell,animals,0,1,0,1,4,4,Exp4_P303,0
95,first,3A,6.73,Mary Collins,album,0,1,0,4,3,3,Exp4_P303,0
96,first,3A,1.21,Matthew Brown,science,1,0,0,4,1,2,Exp4_P303,0
97,first,3A,3.61,Stevie Ward,meals,1,0,0,1,3,3,Exp4_P303,0
98,first,3A,4.22,Taylor Miller,book,0,1,0,3,2,5,Exp4_P303,0
99,first,2B,5.22,Blair Young,animals,0,1,0,2,3,2,Exp4_P66,0
100,first,2B,1.24,Brian Wright,science,1,0,0,3,1,2,Exp4_P66,0
101,first,2B,5.86,Elisha Bell,book,0,1,0,2,2,3,Exp4_P66,0
102,first,2B,3.75,Quinn Brooks,politics,1,0,0,2,2,3,Exp4_P66,0
103,first,2B,6.78,Rebecca King,album,0,1,0,1,2,4,Exp4_P66,0
104,first,2B,4.34,Riley Campbell,sports,1,0,0,3,2,4,Exp4_P66,0
105,first,2B,2.41,Tommie Hill,meals,0,1,0,1,2,1,Exp4_P66,0
106,first,1C,6.24,Ashley Cook,book,0,1,0,4,5,3,Exp4_P189,1
107,first,1C,2.61,Emerson Moore,meals,1,0,0,6,4,3,Exp4_P189,1
108,first,1C,6.82,Emily Ward,album,0,1,0,4,6,4,Exp4_P189,1
109,first,1C,5.34,Jackie Turner,animals,0,1,0,5,5,3,Exp4_P189,1
110,first,1C,1.28,James Green,science,1,0,0,4,5,5,Exp4_P189,1
111,first,1C,4.39,Jessie Brooks,sports,1,0,0,4,6,3,Exp4_P189,1
112,first,1C,3.87,Reese King,politics,1,0,0,4,3,3,Exp4_P189,1
113,first,1A,2.12,Chris Miller,science,1,0,0,4,2,3,Exp4_P36,NA
114,first,1A,5.59,Jodie Parker,book,0,1,0,4,3,5,Exp4_P36,NA
115,first,1A,4.73,Kerry Baker,album,1,0,0,4,3,6,Exp4_P36,NA
116,first,1A,6.73,Mary Cooper,sports,0,1,0,3,2,4,Exp4_P36,NA
117,first,1A,1.21,Matthew Smith,animals,1,0,0,3,4,3,Exp4_P36,NA
118,first,1A,3.61,Stevie White,politics,1,0,0,5,4,6,Exp4_P36,NA
119,first,1A,4.22,Taylor Wright,meals,0,1,0,4,5,3,Exp4_P36,NA
120,first,3B,5.22,Blair Hill,book,0,1,0,2,2,2,Exp4_P85,0
121,first,3B,1.24,Brian King,animals,1,0,0,1,2,1,Exp4_P85,0
122,first,3B,5.86,Elisha Moore,politics,0,1,0,2,1,1,Exp4_P85,0
123,first,3B,3.75,Quinn Parker,sports,1,0,0,3,1,3,Exp4_P85,0
124,first,3B,6.78,Rebecca Wright,meals,0,1,0,1,2,1,Exp4_P85,0
125,first,3B,4.34,Riley Cook,science,0,1,0,3,3,2,Exp4_P85,0
126,first,3B,2.41,Tommie Smith,album,1,0,0,3,3,3,Exp4_P85,0
127,first,3C,6.24,Ashley Green,album,0,1,0,2,2,2,Exp4_P59,0
128,first,3C,2.61,Emerson Baker,animals,0,1,0,2,2,2,Exp4_P59,0
129,first,3C,6.82,Emily Brooks,politics,0,1,0,1,1,1,Exp4_P59,0
130,first,3C,5.34,Jackie Walker,book,0,1,0,2,2,3,Exp4_P59,0
131,first,3C,1.28,James White,sports,1,0,0,2,2,2,Exp4_P59,0
132,first,3C,4.39,Jessie Turner,science,1,0,0,2,2,2,Exp4_P59,0
133,first,3C,3.87,Reese Campbell,meals,1,0,0,2,2,2,Exp4_P59,0
134,first,2B,5.22,Blair Young,animals,0,1,0,2,3,2,Exp4_P354,0
135,first,2B,1.24,Brian Wright,science,1,0,0,4,2,1,Exp4_P354,0
136,first,2B,5.86,Elisha Bell,book,0,1,0,4,4,4,Exp4_P354,0
137,first,2B,3.75,Quinn Brooks,politics,1,0,0,2,3,2,Exp4_P354,0
138,first,2B,6.78,Rebecca King,album,0,1,0,4,3,4,Exp4_P354,0
139,first,2B,4.34,Riley Campbell,sports,1,0,0,4,3,4,Exp4_P354,0
140,first,2B,2.41,Tommie Hill,meals,1,0,0,2,4,2,Exp4_P354,0
141,first,2A,2.12,Chris Collins,meals,1,0,0,1,3,2,Exp4_P182,NA
142,first,2A,5.59,Jodie Ward,animals,0,1,0,2,1,2,Exp4_P182,NA
143,first,2A,4.73,Kerry Moore,book,1,0,0,1,2,2,Exp4_P182,NA
144,first,2A,6.73,Mary Brown,politics,0,1,0,1,2,1,Exp4_P182,NA
145,first,2A,1.21,Matthew Turner,album,1,0,0,1,1,2,Exp4_P182,NA
146,first,2A,3.61,Stevie Cooper,science,1,0,0,3,2,1,Exp4_P182,NA
147,first,2A,4.22,Taylor Smith,sports,0,1,0,3,1,3,Exp4_P182,NA
148,first,2C,6.24,Ashley Walker,science,1,0,0,3,2,2,Exp4_P32,0
149,first,2C,2.61,Emerson Green,sports,1,0,0,1,1,1,Exp4_P32,0
150,first,2C,6.82,Emily Baker,animals,0,1,0,1,2,2,Exp4_P32,0
151,first,2C,5.34,Jackie White,meals,0,1,0,1,2,2,Exp4_P32,0
152,first,2C,1.28,James Miller,politics,1,0,0,1,2,1,Exp4_P32,0
153,first,2C,4.39,Jessie Cook,book,1,0,0,2,2,2,Exp4_P32,0
154,first,2C,3.87,Reese Parker,album,0,1,0,4,1,1,Exp4_P32,0
155,first,1A,2.12,Chris Miller,science,1,0,0,4,1,3,Exp4_P192,NA
156,first,1A,5.59,Jodie Parker,book,0,1,0,4,1,3,Exp4_P192,NA
157,first,1A,4.73,Kerry Baker,album,0,1,0,3,1,2,Exp4_P192,NA
158,first,1A,6.73,Mary Cooper,sports,0,1,0,3,1,1,Exp4_P192,NA
159,first,1A,1.21,Matthew Smith,animals,1,0,0,1,4,4,Exp4_P192,NA
160,first,1A,3.61,Stevie White,politics,1,0,0,4,1,1,Exp4_P192,NA
161,first,1A,4.22,Taylor Wright,meals,0,1,0,1,3,3,Exp4_P192,NA
162,first,3C,6.24,Ashley Green,album,0,1,0,2,2,2,Exp4_P212,0
163,first,3C,2.61,Emerson Baker,animals,1,0,0,1,2,2,Exp4_P212,0
164,first,3C,6.82,Emily Brooks,politics,0,1,0,2,2,2,Exp4_P212,0
165,first,3C,5.34,Jackie Walker,book,0,1,0,2,1,3,Exp4_P212,0
166,first,3C,1.28,James White,sports,1,0,0,3,1,3,Exp4_P212,0
167,first,3C,4.39,Jessie Turner,science,0,1,0,3,2,2,Exp4_P212,0
168,first,3C,3.87,Reese Campbell,meals,0,1,0,1,4,3,Exp4_P212,0
169,first,3C,6.24,Ashley Green,album,0,1,0,2,1,2,Exp4_P165,1
170,first,3C,2.61,Emerson Baker,animals,1,0,0,1,1,1,Exp4_P165,1
171,first,3C,6.82,Emily Brooks,politics,0,1,0,2,1,1,Exp4_P165,1
172,first,3C,5.34,Jackie Walker,book,1,0,0,1,2,1,Exp4_P165,1
173,first,3C,1.28,James White,sports,1,0,0,2,1,1,Exp4_P165,1
174,first,3C,4.39,Jessie Turner,science,1,0,0,2,3,2,Exp4_P165,1
175,first,3C,3.87,Reese Campbell,meals,0,1,0,1,1,1,Exp4_P165,1
176,first,2B,5.22,Blair Young,animals,1,0,0,1,1,1,Exp4_P351,1
177,first,2B,1.24,Brian Wright,science,1,0,0,1,1,1,Exp4_P351,1
178,first,2B,5.86,Elisha Bell,book,0,1,0,1,1,1,Exp4_P351,1
179,first,2B,3.75,Quinn Brooks,politics,1,0,0,1,1,2,Exp4_P351,1
180,first,2B,6.78,Rebecca King,album,0,1,0,2,1,3,Exp4_P351,1
181,first,2B,4.34,Riley Campbell,sports,1,0,0,2,1,3,Exp4_P351,1
182,first,2B,2.41,Tommie Hill,meals,1,0,0,1,1,1,Exp4_P351,1
183,first,2C,6.24,Ashley Walker,science,0,1,0,3,3,3,Exp4_P374,0
184,first,2C,2.61,Emerson Green,sports,1,0,0,3,2,2,Exp4_P374,0
185,first,2C,6.82,Emily Baker,animals,0,1,0,2,2,2,Exp4_P374,0
186,first,2C,5.34,Jackie White,meals,0,1,0,2,2,1,Exp4_P374,0
187,first,2C,1.28,James Miller,politics,1,0,0,3,3,3,Exp4_P374,0
188,first,2C,4.39,Jessie Cook,book,1,0,0,3,2,3,Exp4_P374,0
189,first,2C,3.87,Reese Parker,album,1,0,0,4,2,3,Exp4_P374,0
190,first,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P226,1
191,first,2A,5.59,Jodie Ward,animals,0,1,0,1,1,1,Exp4_P226,1
192,first,2A,4.73,Kerry Moore,book,0,1,0,2,1,3,Exp4_P226,1
193,first,2A,6.73,Mary Brown,politics,0,1,0,4,1,3,Exp4_P226,1
194,first,2A,1.21,Matthew Turner,album,1,0,0,3,3,3,Exp4_P226,1
195,first,2A,3.61,Stevie Cooper,science,1,0,0,4,3,3,Exp4_P226,1
196,first,2A,4.22,Taylor Smith,sports,1,0,0,3,2,4,Exp4_P226,1
197,first,3A,2.12,Chris Young,politics,1,0,0,2,4,3,Exp4_P359,1
198,first,3A,5.59,Jodie Cooper,sports,0,1,0,3,3,5,Exp4_P359,1
199,first,3A,4.73,Kerry Bell,animals,0,1,0,5,6,6,Exp4_P359,1
200,first,3A,6.73,Mary Collins,album,0,1,0,4,2,2,Exp4_P359,1
201,first,3A,1.21,Matthew Brown,science,1,0,0,3,3,5,Exp4_P359,1
202,first,3A,3.61,Stevie Ward,meals,1,0,0,1,5,6,Exp4_P359,1
203,first,3A,4.22,Taylor Miller,book,1,0,0,2,3,3,Exp4_P359,1
204,first,2B,5.22,Blair Young,animals,1,0,0,2,2,3,Exp4_P16,1
205,first,2B,1.24,Brian Wright,science,1,0,0,2,1,1,Exp4_P16,1
206,first,2B,5.86,Elisha Bell,book,0,1,0,3,2,4,Exp4_P16,1
207,first,2B,3.75,Quinn Brooks,politics,1,0,0,3,2,2,Exp4_P16,1
208,first,2B,6.78,Rebecca King,album,0,1,0,3,2,4,Exp4_P16,1
209,first,2B,4.34,Riley Campbell,sports,1,0,0,3,1,4,Exp4_P16,1
210,first,2B,2.41,Tommie Hill,meals,1,0,0,2,2,1,Exp4_P16,1
211,first,2C,6.24,Ashley Walker,science,1,0,0,2,1,2,Exp4_P31,NA
212,first,2C,2.61,Emerson Green,sports,1,0,0,2,1,3,Exp4_P31,NA
213,first,2C,6.82,Emily Baker,animals,0,1,0,1,2,2,Exp4_P31,NA
214,first,2C,5.34,Jackie White,meals,1,0,0,1,2,1,Exp4_P31,NA
215,first,2C,1.28,James Miller,politics,1,0,0,1,3,3,Exp4_P31,NA
216,first,2C,4.39,Jessie Cook,book,1,0,0,3,1,3,Exp4_P31,NA
217,first,2C,3.87,Reese Parker,album,1,0,0,3,1,3,Exp4_P31,NA
218,first,1A,2.12,Chris Miller,science,1,0,0,2,2,2,Exp4_P339,0
219,first,1A,5.59,Jodie Parker,book,0,1,0,2,1,2,Exp4_P339,0
220,first,1A,4.73,Kerry Baker,album,0,1,0,2,1,2,Exp4_P339,0
221,first,1A,6.73,Mary Cooper,sports,0,1,0,2,2,3,Exp4_P339,0
222,first,1A,1.21,Matthew Smith,animals,1,0,0,1,2,1,Exp4_P339,0
223,first,1A,3.61,Stevie White,politics,1,0,0,2,2,2,Exp4_P339,0
224,first,1A,4.22,Taylor Wright,meals,0,1,0,1,2,1,Exp4_P339,0
225,first,1B,5.22,Blair Campbell,politics,0,1,0,2,1,1,Exp4_P80,0
226,first,1B,1.24,Brian Walker,sports,1,0,0,2,3,3,Exp4_P80,0
227,first,1B,5.86,Elisha Collins,book,1,0,0,2,3,4,Exp4_P80,0
228,first,1B,3.75,Quinn Young,album,0,1,0,2,3,4,Exp4_P80,0
229,first,1B,6.78,Rebecca Bell,animals,0,1,0,2,3,2,Exp4_P80,0
230,first,1B,4.34,Riley Hill,meals,0,1,0,1,3,1,Exp4_P80,0
231,first,1B,2.41,Tommie Brown,science,1,0,0,3,4,5,Exp4_P80,0
232,first,2C,6.24,Ashley Walker,science,0,1,0,3,2,2,Exp4_P353,0
233,first,2C,2.61,Emerson Green,sports,1,0,0,3,1,2,Exp4_P353,0
234,first,2C,6.82,Emily Baker,animals,0,1,0,1,2,3,Exp4_P353,0
235,first,2C,5.34,Jackie White,meals,0,1,0,1,2,2,Exp4_P353,0
236,first,2C,1.28,James Miller,politics,1,0,0,2,2,2,Exp4_P353,0
237,first,2C,4.39,Jessie Cook,book,1,0,0,3,2,2,Exp4_P353,0
238,first,2C,3.87,Reese Parker,album,1,0,0,3,2,3,Exp4_P353,0
239,first,3A,2.12,Chris Young,politics,1,0,0,4,3,5,Exp4_P421,1
240,first,3A,5.59,Jodie Cooper,sports,1,0,0,5,3,4,Exp4_P421,1
241,first,3A,4.73,Kerry Bell,animals,1,0,0,6,5,3,Exp4_P421,1
242,first,3A,6.73,Mary Collins,album,0,1,0,5,3,4,Exp4_P421,1
243,first,3A,1.21,Matthew Brown,science,1,0,0,5,3,4,Exp4_P421,1
244,first,3A,3.61,Stevie Ward,meals,1,0,0,6,3,4,Exp4_P421,1
245,first,3A,4.22,Taylor Miller,book,1,0,0,5,3,5,Exp4_P421,1
246,first,3A,2.12,Chris Young,politics,1,0,0,2,2,2,Exp4_P268,1
247,first,3A,5.59,Jodie Cooper,sports,1,0,0,1,1,1,Exp4_P268,1
248,first,3A,4.73,Kerry Bell,animals,1,0,0,1,1,1,Exp4_P268,1
249,first,3A,6.73,Mary Collins,album,1,0,0,1,1,1,Exp4_P268,1
250,first,3A,1.21,Matthew Brown,science,1,0,0,1,1,1,Exp4_P268,1
251,first,3A,3.61,Stevie Ward,meals,1,0,0,1,1,1,Exp4_P268,1
252,first,3A,4.22,Taylor Miller,book,0,0,1,1,1,1,Exp4_P268,1
253,first,3A,2.12,Chris Young,politics,1,0,0,3,4,3,Exp4_P358,1
254,first,3A,5.59,Jodie Cooper,sports,0,1,0,3,5,4,Exp4_P358,1
255,first,3A,4.73,Kerry Bell,animals,1,0,0,5,4,5,Exp4_P358,1
256,first,3A,6.73,Mary Collins,album,0,1,0,4,3,5,Exp4_P358,1
257,first,3A,1.21,Matthew Brown,science,1,0,0,3,5,5,Exp4_P358,1
258,first,3A,3.61,Stevie Ward,meals,1,0,0,5,3,5,Exp4_P358,1
259,first,3A,4.22,Taylor Miller,book,1,0,0,4,4,4,Exp4_P358,1
260,first,3B,5.22,Blair Hill,book,1,0,0,5,6,4,Exp4_P25,1
261,first,3B,1.24,Brian King,animals,1,0,0,4,3,5,Exp4_P25,1
262,first,3B,5.86,Elisha Moore,politics,1,0,0,5,4,3,Exp4_P25,1
263,first,3B,3.75,Quinn Parker,sports,0,1,0,5,3,2,Exp4_P25,1
264,first,3B,6.78,Rebecca Wright,meals,1,0,0,5,3,4,Exp4_P25,1
265,first,3B,4.34,Riley Cook,science,1,0,0,5,4,3,Exp4_P25,1
266,first,3B,2.41,Tommie Smith,album,0,1,0,5,4,3,Exp4_P25,1
267,first,1A,2.12,Chris Miller,science,1,0,0,3,2,2,Exp4_P15,1
268,first,1A,5.59,Jodie Parker,book,0,1,0,1,2,4,Exp4_P15,1
269,first,1A,4.73,Kerry Baker,album,1,0,0,3,2,3,Exp4_P15,1
270,first,1A,6.73,Mary Cooper,sports,0,1,0,3,2,3,Exp4_P15,1
271,first,1A,1.21,Matthew Smith,animals,1,0,0,1,3,2,Exp4_P15,1
272,first,1A,3.61,Stevie White,politics,1,0,0,4,3,3,Exp4_P15,1
273,first,1A,4.22,Taylor Wright,meals,0,1,0,2,3,2,Exp4_P15,1
274,first,2A,2.12,Chris Collins,meals,0,0,1,1,2,3,Exp4_P277,0
275,first,2A,5.59,Jodie Ward,animals,0,0,1,1,2,3,Exp4_P277,0
276,first,2A,4.73,Kerry Moore,book,0,0,1,1,2,3,Exp4_P277,0
277,first,2A,6.73,Mary Brown,politics,0,1,0,1,2,3,Exp4_P277,0
278,first,2A,1.21,Matthew Turner,album,1,0,0,1,2,3,Exp4_P277,0
279,first,2A,3.61,Stevie Cooper,science,0,0,1,1,2,3,Exp4_P277,0
280,first,2A,4.22,Taylor Smith,sports,0,0,1,1,2,3,Exp4_P277,0
281,first,2B,5.22,Blair Young,animals,0,1,0,3,5,4,Exp4_P130,0
282,first,2B,1.24,Brian Wright,science,0,1,0,2,2,3,Exp4_P130,0
283,first,2B,5.86,Elisha Bell,book,0,1,0,3,4,3,Exp4_P130,0
284,first,2B,3.75,Quinn Brooks,politics,0,1,0,2,3,2,Exp4_P130,0
285,first,2B,6.78,Rebecca King,album,0,1,0,3,2,3,Exp4_P130,0
286,first,2B,4.34,Riley Campbell,sports,1,0,0,4,2,3,Exp4_P130,0
287,first,2B,2.41,Tommie Hill,meals,0,1,0,2,3,3,Exp4_P130,0
288,first,3B,5.22,Blair Hill,book,1,0,0,2,1,2,Exp4_P328,1
289,first,3B,1.24,Brian King,animals,1,0,0,1,1,1,Exp4_P328,1
290,first,3B,5.86,Elisha Moore,politics,0,1,0,3,2,3,Exp4_P328,1
291,first,3B,3.75,Quinn Parker,sports,1,0,0,2,1,3,Exp4_P328,1
292,first,3B,6.78,Rebecca Wright,meals,0,1,0,2,2,2,Exp4_P328,1
293,first,3B,4.34,Riley Cook,science,0,1,0,1,2,3,Exp4_P328,1
294,first,3B,2.41,Tommie Smith,album,1,0,0,3,2,4,Exp4_P328,1
295,first,1C,6.24,Ashley Cook,book,0,1,0,5,6,3,Exp4_P108,1
296,first,1C,2.61,Emerson Moore,meals,1,0,0,6,3,5,Exp4_P108,1
297,first,1C,6.82,Emily Ward,album,0,1,0,6,3,5,Exp4_P108,1
298,first,1C,5.34,Jackie Turner,animals,1,0,0,6,5,6,Exp4_P108,1
299,first,1C,1.28,James Green,science,1,0,0,6,5,4,Exp4_P108,1
300,first,1C,4.39,Jessie Brooks,sports,0,1,0,6,3,5,Exp4_P108,1
301,first,1C,3.87,Reese King,politics,1,0,0,5,6,6,Exp4_P108,1
302,first,1C,6.24,Ashley Cook,book,1,0,0,5,4,3,Exp4_P343,1
303,first,1C,2.61,Emerson Moore,meals,1,0,0,4,5,2,Exp4_P343,1
304,first,1C,6.82,Emily Ward,album,0,1,0,4,5,4,Exp4_P343,1
305,first,1C,5.34,Jackie Turner,animals,1,0,0,3,4,2,Exp4_P343,1
306,first,1C,1.28,James Green,science,1,0,0,3,5,4,Exp4_P343,1
307,first,1C,4.39,Jessie Brooks,sports,0,1,0,3,5,4,Exp4_P343,1
308,first,1C,3.87,Reese King,politics,1,0,0,4,5,3,Exp4_P343,1
309,first,2C,6.24,Ashley Walker,science,1,0,0,3,5,3,Exp4_P113,1
310,first,2C,2.61,Emerson Green,sports,0,1,0,5,3,5,Exp4_P113,1
311,first,2C,6.82,Emily Baker,animals,1,0,0,5,3,5,Exp4_P113,1
312,first,2C,5.34,Jackie White,meals,1,0,0,5,3,5,Exp4_P113,1
313,first,2C,1.28,James Miller,politics,1,0,0,5,3,5,Exp4_P113,1
314,first,2C,4.39,Jessie Cook,book,1,0,0,5,5,3,Exp4_P113,1
315,first,2C,3.87,Reese Parker,album,0,1,0,3,5,4,Exp4_P113,1
316,first,2A,2.12,Chris Collins,meals,1,0,0,1,2,1,Exp4_P410,0
317,first,2A,5.59,Jodie Ward,animals,0,1,0,2,2,2,Exp4_P410,0
318,first,2A,4.73,Kerry Moore,book,1,0,0,4,1,3,Exp4_P410,0
319,first,2A,6.73,Mary Brown,politics,0,1,0,4,1,1,Exp4_P410,0
320,first,2A,1.21,Matthew Turner,album,1,0,0,4,1,3,Exp4_P410,0
321,first,2A,3.61,Stevie Cooper,science,1,0,0,4,1,2,Exp4_P410,0
322,first,2A,4.22,Taylor Smith,sports,0,1,0,4,1,3,Exp4_P410,0
323,first,2B,5.22,Blair Young,animals,1,0,0,3,3,2,Exp4_P310,1
