,Condition,List,GenderRating,Name,Prompt,Male,Female,Other,Likeable,Accomplished,Important,SubjID,SubjGenderMale
3974,last,2B,6.78,Rebecca King,album,0,1,0,3,1,2,Exp4_P562,NA
3975,last,2B,4.34,Riley Campbell,sports,1,0,0,3,2,3,Exp4_P562,NA
3976,last,2B,2.41,Tommie Hill,meals,1,0,0,3,2,2,Exp4_P562,NA
3977,last,2B,5.22,Blair Young,animals,0,1,0,1,2,3,Exp4_P440,1
3978,last,2B,1.24,Brian Wright,science,1,0,0,3,2,2,Exp4_P440,1
3979,last,2B,5.86,Elisha Bell,book,0,1,0,3,2,6,Exp4_P440,1
3980,last,2B,3.75,Quinn Brooks,politics,1,0,0,3,3,4,Exp4_P440,1
3981,last,2B,6.78,Rebecca King,album,0,1,0,4,2,6,Exp4_P440,1
3982,last,2B,4.34,Riley Campbell,sports,1,0,0,3,2,5,Exp4_P440,1
3983,last,2B,2.41,Tommie Hill,meals,1,0,0,1,3,3,Exp4_P440,1
3984,last,3B,5.22,Blair Hill,book,1,0,0,6,3,3,Exp4_P764,1
3985,last,3B,1.24,Brian King,animals,1,0,0,1,3,2,Exp4_P764,1
3986,last,3B,5.86,Elisha Moore,politics,0,1,0,3,2,2,Exp4_P764,1
3987,last,3B,3.75,Quinn Parker,sports,1,0,0,4,1,3,Exp4_P764,1
3988,last,3B,6.78,Rebecca Wright,meals,0,1,0,2,2,2,Exp4_P764,1
3989,last,3B,4.34,Riley Cook,science,1,0,0,3,2,2,Exp4_P764,1
3990,last,3B,2.41,Tommie Smith,album,1,0,0,3,2,3,Exp4_P764,1
3991,last,3B,5.22,Blair Hill,book,0,0,1,2,2,3,Exp4_P606,0
3992,last,3B,1.24,Brian King,animals,0,0,1,1,1,1,Exp4_P606,0
3993,last,3B,5.86,Elisha Moore,politics,0,0,1,1,1,1,Exp4_P606,0
3994,last,3B,3.75,Quinn Parker,sports,0,0,1,2,1,3,Exp4_P606,0
3995,last,3B,6.78,Rebecca Wright,meals,0,0,1,1,1,1,Exp4_P606,0
3996,last,3B,4.34,Riley Cook,science,0,0,1,2,1,1,Exp4_P606,0
3997,last,3B,2.41,Tommie Smith,album,0,0,1,3,2,3,Exp4_P606,0
3998,last,1B,5.22,Blair Campbell,politics,0,0,1,6,6,6,Exp4_P656,0
3999,last,1B,1.24,Brian Walker,sports,0,0,1,6,6,5,Exp4_P656,0
4000,last,1B,5.86,Elisha Collins,book,0,0,1,5,6,5,Exp4_P656,0
4001,last,1B,3.75,Quinn Young,album,0,0,1,5,6,6,Exp4_P656,0
4002,last,1B,6.78,Rebecca Bell,animals,0,0,1,6,5,5,Exp4_P656,0
4003,last,1B,4.34,Riley Hill,meals,0,0,1,6,5,5,Exp4_P656,0
4004,last,1B,2.41,Tommie Brown,science,0,0,1,5,6,6,Exp4_P656,0
4005,last,2B,5.22,Blair Young,animals,0,1,0,2,3,1,Exp4_P833,1
4006,last,2B,1.24,Brian Wright,science,1,0,0,4,2,5,Exp4_P833,1
4007,last,2B,5.86,Elisha Bell,book,0,1,0,4,3,7,Exp4_P833,1
4008,last,2B,3.75,Quinn Brooks,politics,1,0,0,3,4,2,Exp4_P833,1
4009,last,2B,6.78,Rebecca King,album,0,1,0,3,2,4,Exp4_P833,1
4010,last,2B,4.34,Riley Campbell,sports,1,0,0,4,2,7,Exp4_P833,1
4011,last,2B,2.41,Tommie Hill,meals,1,0,0,1,3,1,Exp4_P833,1
4012,last,3A,2.12,Chris Young,politics,1,0,0,1,1,1,Exp4_P435,NA
4013,last,3A,5.59,Jodie Cooper,sports,0,1,0,1,1,1,Exp4_P435,NA
4014,last,3A,4.73,Kerry Bell,animals,0,1,0,1,1,1,Exp4_P435,NA
4015,last,3A,6.73,Mary Collins,album,0,1,0,1,2,2,Exp4_P435,NA
4016,last,3A,1.21,Matthew Brown,science,1,0,0,1,1,2,Exp4_P435,NA
4017,last,3A,3.61,Stevie Ward,meals,0,1,0,1,2,1,Exp4_P435,NA
4018,last,3A,4.22,Taylor Miller,book,0,1,0,1,1,1,Exp4_P435,NA
4019,last,3B,5.22,Blair Hill,book,1,0,0,2,4,4,Exp4_P702,0
4020,last,3B,1.24,Brian King,animals,1,0,0,1,2,2,Exp4_P702,0
4021,last,3B,5.86,Elisha Moore,politics,0,1,0,1,3,2,Exp4_P702,0
4022,last,3B,3.75,Quinn Parker,sports,1,0,0,4,1,1,Exp4_P702,0
4023,last,3B,6.78,Rebecca Wright,meals,0,1,0,1,4,4,Exp4_P702,0
4024,last,3B,4.34,Riley Cook,science,1,0,0,4,3,4,Exp4_P702,0
4025,last,3B,2.41,Tommie Smith,album,1,0,0,4,3,3,Exp4_P702,0
4026,last,3C,6.24,Ashley Green,album,0,1,0,2,2,2,Exp4_P771,0
4027,last,3C,2.61,Emerson Baker,animals,0,1,0,1,1,1,Exp4_P771,0
4028,last,3C,6.82,Emily Brooks,politics,0,1,0,1,1,1,Exp4_P771,0
4029,last,3C,5.34,Jackie Walker,book,0,1,0,1,1,1,Exp4_P771,0
4030,last,3C,1.28,James White,sports,1,0,0,1,1,1,Exp4_P771,0
4031,last,3C,4.39,Jessie Turner,science,1,0,0,1,1,1,Exp4_P771,0
4032,last,3C,3.87,Reese Campbell,meals,0,1,0,1,1,1,Exp4_P771,0
4033,last,2A,2.12,Chris Collins,meals,0,1,0,6,6,6,Exp4_P583,1
4034,last,2A,5.59,Jodie Ward,animals,0,1,0,6,6,5,Exp4_P583,1
4035,last,2A,4.73,Kerry Moore,book,0,1,0,5,2,3,Exp4_P583,1
4036,last,2A,6.73,Mary Brown,politics,1,0,0,2,3,3,Exp4_P583,1
4037,last,2A,1.21,Matthew Turner,album,1,0,0,2,2,2,Exp4_P583,1
4038,last,2A,3.61,Stevie Cooper,science,1,0,0,2,2,3,Exp4_P583,1
4039,last,2A,4.22,Taylor Smith,sports,1,0,0,2,2,3,Exp4_P583,1
4040,last,2A,2.12,Chris Collins,meals,0,1,0,1,1,2,Exp4_P701,1
4041,last,2A,5.59,Jodie Ward,animals,0,1,0,2,3,3,Exp4_P701,1
4042,last,2A,4.73,Kerry Moore,book,0,1,0,3,3,3,Exp4_P701,1
4043,last,2A,6.73,Mary Brown,politics,0,1,0,2,2,2,Exp4_P701,1
4044,last,2A,1.21,Matthew Turner,album,1,0,0,3,2,4,Exp4_P701,1
4045,last,2A,3.61,Stevie Cooper,science,1,0,0,4,2,2,Exp4_P701,1
4046,last,2A,4.22,Taylor Smith,sports,1,0,0,3,1,5,Exp4_P701,1
4047,last,1C,6.24,Ashley Cook,book,0,1,0,2,5,4,Exp4_P627,1
4048,last,1C,2.61,Emerson Moore,meals,1,0,0,2,5,4,Exp4_P627,1
4049,last,1C,6.82,Emily Ward,album,0,1,0,4,2,4,Exp4_P627,1
4050,last,1C,5.34,Jackie Turner,animals,1,0,0,4,4,4,Exp4_P627,1
4051,last,1C,1.28,James Green,science,1,0,0,4,2,3,Exp4_P627,1
4052,last,1C,4.39,Jessie Brooks,sports,0,1,0,4,2,4,Exp4_P627,1
4053,last,1C,3.87,Reese King,politics,1,0,0,4,4,4,Exp4_P627,1
4054,last,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P810,1
4055,last,2A,5.59,Jodie Ward,animals,0,1,0,1,2,1,Exp4_P810,1
4056,last,2A,4.73,Kerry Moore,book,1,0,0,4,4,4,Exp4_P810,1
4057,last,2A,6.73,Mary Brown,politics,0,1,0,4,3,4,Exp4_P810,1
4058,last,2A,1.21,Matthew Turner,album,1,0,0,4,4,5,Exp4_P810,1
4059,last,2A,3.61,Stevie Cooper,science,1,0,0,4,2,1,Exp4_P810,1
4060,last,2A,4.22,Taylor Smith,sports,1,0,0,4,3,4,Exp4_P810,1
4061,last,3C,6.24,Ashley Green,album,0,1,0,3,1,3,Exp4_P807,1
4062,last,3C,2.61,Emerson Baker,animals,1,0,0,1,1,1,Exp4_P807,1
4063,last,3C,6.82,Emily Brooks,politics,0,1,0,2,3,4,Exp4_P807,1
4064,last,3C,5.34,Jackie Walker,book,1,0,0,3,3,4,Exp4_P807,1
4065,last,3C,1.28,James White,sports,0,1,0,2,1,3,Exp4_P807,1
4066,last,3C,4.39,Jessie Turner,science,1,0,0,2,3,2,Exp4_P807,1
4067,last,3C,3.87,Reese Campbell,meals,1,0,0,1,2,1,Exp4_P807,1
4068,last,1B,5.22,Blair Campbell,politics,1,0,0,2,2,2,Exp4_P527,1
4069,last,1B,1.24,Brian Walker,sports,1,0,0,1,1,2,Exp4_P527,1
4070,last,1B,5.86,Elisha Collins,book,0,0,1,1,1,2,Exp4_P527,1
4071,last,1B,3.75,Quinn Young,album,0,0,1,1,3,1,Exp4_P527,1
4072,last,1B,6.78,Rebecca Bell,animals,0,1,0,1,3,2,Exp4_P527,1
4073,last,1B,4.34,Riley Hill,meals,1,0,0,1,1,1,Exp4_P527,1
4074,last,1B,2.41,Tommie Brown,science,1,0,0,1,2,2,Exp4_P527,1
4075,last,2A,2.12,Chris Collins,meals,1,0,0,1,1,2,Exp4_P823,1
4076,last,2A,5.59,Jodie Ward,animals,1,0,0,2,2,2,Exp4_P823,1
4077,last,2A,4.73,Kerry Moore,book,1,0,0,1,1,2,Exp4_P823,1
4078,last,2A,6.73,Mary Brown,politics,0,1,0,3,2,4,Exp4_P823,1
4079,last,2A,1.21,Matthew Turner,album,1,0,0,5,3,5,Exp4_P823,1
4080,last,2A,3.61,Stevie Cooper,science,1,0,0,2,2,3,Exp4_P823,1
4081,last,2A,4.22,Taylor Smith,sports,1,0,0,2,1,3,Exp4_P823,1
4082,last,3A,2.12,Chris Young,politics,1,0,0,2,2,2,Exp4_P786,0
4083,last,3A,5.59,Jodie Cooper,sports,0,1,0,3,1,3,Exp4_P786,0
4084,last,3A,4.73,Kerry Bell,animals,0,1,0,3,2,3,Exp4_P786,0
4085,last,3A,6.73,Mary Collins,album,0,1,0,3,2,4,Exp4_P786,0
4086,last,3A,1.21,Matthew Brown,science,1,0,0,4,2,3,Exp4_P786,0
4087,last,3A,3.61,Stevie Ward,meals,1,0,0,1,1,1,Exp4_P786,0
4088,last,3A,4.22,Taylor Miller,book,1,0,0,4,3,4,Exp4_P786,0
4089,last,3C,6.24,Ashley Green,album,0,1,0,2,1,3,Exp4_P623,0
4090,last,3C,2.61,Emerson Baker,animals,1,0,0,2,2,1,Exp4_P623,0
4091,last,3C,6.82,Emily Brooks,politics,0,1,0,1,3,3,Exp4_P623,0
4092,last,3C,5.34,Jackie Walker,book,0,1,0,2,4,4,Exp4_P623,0
4093,last,3C,1.28,James White,sports,1,0,0,3,1,4,Exp4_P623,0
4094,last,3C,4.39,Jessie Turner,science,0,1,0,2,1,4,Exp4_P623,0
4095,last,3C,3.87,Reese Campbell,meals,1,0,0,1,3,3,Exp4_P623,0
4096,last,1A,2.12,Chris Miller,science,0,1,0,1,1,1,Exp4_P706,0
4097,last,1A,5.59,Jodie Parker,book,1,0,0,2,2,2,Exp4_P706,0
4098,last,1A,4.73,Kerry Baker,album,0,1,0,1,1,1,Exp4_P706,0
4099,last,1A,6.73,Mary Cooper,sports,0,1,0,3,2,2,Exp4_P706,0
4100,last,1A,1.21,Matthew Smith,animals,1,0,0,5,5,5,Exp4_P706,0
4101,last,1A,3.61,Stevie White,politics,1,0,0,3,2,2,Exp4_P706,0
4102,last,1A,4.22,Taylor Wright,meals,1,0,0,3,2,1,Exp4_P706,0
4103,last,3C,6.24,Ashley Green,album,0,1,0,2,2,2,Exp4_P728,1
4104,last,3C,2.61,Emerson Baker,animals,1,0,0,2,2,2,Exp4_P728,1
4105,last,3C,6.82,Emily Brooks,politics,1,0,0,3,3,3,Exp4_P728,1
4106,last,3C,5.34,Jackie Walker,book,1,0,0,3,3,2,Exp4_P728,1
4107,last,3C,1.28,James White,sports,0,1,0,3,3,2,Exp4_P728,1
4108,last,3C,4.39,Jessie Turner,science,1,0,0,3,2,2,Exp4_P728,1
4109,last,3C,3.87,Reese Campbell,meals,0,1,0,3,3,5,Exp4_P728,1
4110,last,3B,5.22,Blair Hill,book,0,1,0,2,5,4,Exp4_P461,1
4111,last,3B,1.24,Brian King,animals,1,0,0,2,3,3,Exp4_P461,1
4112,last,3B,5.86,Elisha Moore,politics,0,1,0,3,4,4,Exp4_P461,1
4113,last,3B,3.75,Quinn Parker,sports,0,1,0,4,2,4,Exp4_P461,1
4114,last,3B,6.78,Rebecca Wright,meals,0,1,0,3,5,3,Exp4_P461,1
4115,last,3B,4.34,Riley Cook,science,1,0,0,4,2,3,Exp4_P461,1
4116,last,3B,2.41,Tommie Smith,album,1,0,0,3,3,5,Exp4_P461,1
4117,last,2A,2.12,Chris Collins,meals,1,0,0,2,2,3,Exp4_P650,1
4118,last,2A,5.59,Jodie Ward,animals,0,1,0,3,3,5,Exp4_P650,1
4119,last,2A,4.73,Kerry Moore,book,1,0,0,3,3,4,Exp4_P650,1
4120,last,2A,6.73,Mary Brown,politics,0,1,0,3,3,3,Exp4_P650,1
4121,last,2A,1.21,Matthew Turner,album,1,0,0,3,2,4,Exp4_P650,1
4122,last,2A,3.61,Stevie Cooper,science,0,1,0,3,2,3,Exp4_P650,1
4123,last,2A,4.22,Taylor Smith,sports,1,0,0,3,2,4,Exp4_P650,1
4124,last,2A,2.12,Chris Collins,meals,1,0,0,1,3,3,Exp4_P809,1
4125,last,2A,5.59,Jodie Ward,animals,1,0,0,1,2,2,Exp4_P809,1
4126,last,2A,4.73,Kerry Moore,book,0,1,0,3,1,2,Exp4_P809,1
4127,last,2A,6.73,Mary Brown,politics,1,0,0,3,1,1,Exp4_P809,1
4128,last,2A,1.21,Matthew Turner,album,1,0,0,3,1,2,Exp4_P809,1
4129,last,2A,3.61,Stevie Cooper,science,1,0,0,3,1,2,Exp4_P809,1
4130,last,2A,4.22,Taylor Smith,sports,1,0,0,3,2,4,Exp4_P809,1
4131,last,1B,5.22,Blair Campbell,politics,0,1,0,2,2,1,Exp4_P525,0
4132,last,1B,1.24,Brian Walker,sports,1,0,0,3,1,2,Exp4_P525,0
4133,last,1B,5.86,Elisha Collins,book,0,1,0,1,1,3,Exp4_P525,0
4134,last,1B,3.75,Quinn Young,album,0,1,0,1,1,2,Exp4_P525,0
4135,last,1B,6.78,Rebecca Bell,animals,1,0,0,1,2,1,Exp4_P525,0
4136,last,1B,4.34,Riley Hill,meals,1,0,0,1,1,1,Exp4_P525,0
4137,last,1B,2.41,Tommie Brown,science,1,0,0,2,1,1,Exp4_P525,0
4138,last,1C,6.24,Ashley Cook,book,0,1,0,2,3,3,Exp4_P632,1
4139,last,1C,2.61,Emerson Moore,meals,1,0,0,2,3,3,Exp4_P632,1
4140,last,1C,6.82,Emily Ward,album,0,1,0,3,2,3,Exp4_P632,1
4141,last,1C,5.34,Jackie Turner,animals,0,1,0,2,3,2,Exp4_P632,1
4142,last,1C,1.28,James Green,science,1,0,0,3,2,2,Exp4_P632,1
4143,last,1C,4.39,Jessie Brooks,sports,0,1,0,3,2,2,Exp4_P632,1
4144,last,1C,3.87,Reese King,politics,1,0,0,2,2,2,Exp4_P632,1
4145,last,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P740,1
4146,last,2A,5.59,Jodie Ward,animals,0,1,0,1,3,3,Exp4_P740,1
4147,last,2A,4.73,Kerry Moore,book,0,1,0,2,1,1,Exp4_P740,1
4148,last,2A,6.73,Mary Brown,politics,1,0,0,4,1,1,Exp4_P740,1
4149,last,2A,1.21,Matthew Turner,album,0,1,0,4,1,1,Exp4_P740,1
4150,last,2A,3.61,Stevie Cooper,science,1,0,0,1,1,1,Exp4_P740,1
4151,last,2A,4.22,Taylor Smith,sports,0,1,0,3,1,2,Exp4_P740,1
4152,last,1A,2.12,Chris Miller,science,1,0,0,2,2,2,Exp4_P574,0
4153,last,1A,5.59,Jodie Parker,book,0,0,1,2,1,2,Exp4_P574,0
4154,last,1A,4.73,Kerry Baker,album,0,0,1,2,3,3,Exp4_P574,0
4155,last,1A,6.73,Mary Cooper,sports,0,0,1,2,2,3,Exp4_P574,0
4156,last,1A,1.21,Matthew Smith,animals,1,0,0,2,4,3,Exp4_P574,0
4157,last,1A,3.61,Stevie White,politics,1,0,0,2,3,3,Exp4_P574,0
4158,last,1A,4.22,Taylor Wright,meals,0,0,1,2,3,2,Exp4_P574,0
4159,last,1C,6.24,Ashley Cook,book,0,1,0,1,1,1,Exp4_P715,0
4160,last,1C,2.61,Emerson Moore,meals,1,0,0,1,2,1,Exp4_P715,0
4161,last,1C,6.82,Emily Ward,album,0,1,0,3,1,3,Exp4_P715,0
4162,last,1C,5.34,Jackie Turner,animals,0,1,0,1,2,1,Exp4_P715,0
4163,last,1C,1.28,James Green,science,1,0,0,2,1,1,Exp4_P715,0
4164,last,1C,4.39,Jessie Brooks,sports,1,0,0,2,1,2,Exp4_P715,0
4165,last,1C,3.87,Reese King,politics,1,0,0,1,2,2,Exp4_P715,0
4166,last,1C,6.24,Ashley Cook,book,0,1,0,3,3,3,Exp4_P671,1
4167,last,1C,2.61,Emerson Moore,meals,1,0,0,2,3,3,Exp4_P671,1
4168,last,1C,6.82,Emily Ward,album,0,1,0,4,2,4,Exp4_P671,1
4169,last,1C,5.34,Jackie Turner,animals,1,0,0,3,3,3,Exp4_P671,1
4170,last,1C,1.28,James Green,science,1,0,0,3,3,3,Exp4_P671,1
4171,last,1C,4.39,Jessie Brooks,sports,1,0,0,4,3,4,Exp4_P671,1
4172,last,1C,3.87,Reese King,politics,0,1,0,4,3,3,Exp4_P671,1
4173,last,2B,5.22,Blair Young,animals,0,1,0,2,2,3,Exp4_P604,NA
4174,last,2B,1.24,Brian Wright,science,1,0,0,3,1,3,Exp4_P604,NA
4175,last,2B,5.86,Elisha Bell,book,0,1,0,2,1,3,Exp4_P604,NA
4176,last,2B,3.75,Quinn Brooks,politics,1,0,0,2,2,2,Exp4_P604,NA
4177,last,2B,6.78,Rebecca King,album,0,1,0,2,1,2,Exp4_P604,NA
4178,last,2B,4.34,Riley Campbell,sports,1,0,0,2,2,3,Exp4_P604,NA
4179,last,2B,2.41,Tommie Hill,meals,1,0,0,2,3,3,Exp4_P604,NA
4180,last,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P540,0
4181,last,2A,5.59,Jodie Ward,animals,0,1,0,1,1,2,Exp4_P540,0
4182,last,2A,4.73,Kerry Moore,book,0,1,0,1,2,1,Exp4_P540,0
4183,last,2A,6.73,Mary Brown,politics,0,1,0,2,2,1,Exp4_P540,0
4184,last,2A,1.21,Matthew Turner,album,1,0,0,2,2,3,Exp4_P540,0
4185,last,2A,3.61,Stevie Cooper,science,1,0,0,2,1,1,Exp4_P540,0
4186,last,2A,4.22,Taylor Smith,sports,0,1,0,3,2,5,Exp4_P540,0
4187,last,3B,5.22,Blair Hill,book,0,1,0,3,2,2,Exp4_P568,0
4188,last,3B,1.24,Brian King,animals,0,1,0,4,5,5,Exp4_P568,0
4189,last,3B,5.86,Elisha Moore,politics,0,1,0,2,1,2,Exp4_P568,0
4190,last,3B,3.75,Quinn Parker,sports,1,0,0,1,1,2,Exp4_P568,0
4191,last,3B,6.78,Rebecca Wright,meals,0,0,1,3,2,2,Exp4_P568,0
4192,last,3B,4.34,Riley Cook,science,1,0,0,5,4,4,Exp4_P568,0
4193,last,3B,2.41,Tommie Smith,album,0,1,0,5,5,5,Exp4_P568,0
4194,last,1C,6.24,Ashley Cook,book,0,1,0,2,2,1,Exp4_P513,0
4195,last,1C,2.61,Emerson Moore,meals,1,0,0,2,1,1,Exp4_P513,0
4196,last,1C,6.82,Emily Ward,album,0,1,0,2,1,2,Exp4_P513,0
4197,last,1C,5.34,Jackie Turner,animals,0,1,0,1,1,1,Exp4_P513,0
4198,last,1C,1.28,James Green,science,1,0,0,1,1,1,Exp4_P513,0
4199,last,1C,4.39,Jessie Brooks,sports,1,0,0,2,2,1,Exp4_P513,0
4200,last,1C,3.87,Reese King,politics,1,0,0,1,1,1,Exp4_P513,0
4201,last,3C,6.24,Ashley Green,album,0,1,0,1,1,2,Exp4_P822,1
4202,last,3C,2.61,Emerson Baker,animals,1,0,0,1,1,1,Exp4_P822,1
4203,last,3C,6.82,Emily Brooks,politics,0,1,0,1,1,1,Exp4_P822,1
4204,last,3C,5.34,Jackie Walker,book,0,1,0,3,3,3,Exp4_P822,1
4205,last,3C,1.28,James White,sports,1,0,0,3,3,3,Exp4_P822,1
4206,last,3C,4.39,Jessie Turner,science,1,0,0,3,2,3,Exp4_P822,1
4207,last,3C,3.87,Reese Campbell,meals,1,0,0,2,2,2,Exp4_P822,1
4208,last,2A,2.12,Chris Collins,meals,1,0,0,1,2,1,Exp4_P543,0
4209,last,2A,5.59,Jodie Ward,animals,0,1,0,1,2,1,Exp4_P543,0
4210,last,2A,4.73,Kerry Moore,book,0,1,0,2,3,2,Exp4_P543,0
4211,last,2A,6.73,Mary Brown,politics,0,1,0,4,4,4,Exp4_P543,0
4212,last,2A,1.21,Matthew Turner,album,1,0,0,3,3,4,Exp4_P543,0
4213,last,2A,3.61,Stevie Cooper,science,1,0,0,1,1,1,Exp4_P543,0
4214,last,2A,4.22,Taylor Smith,sports,0,1,0,4,1,1,Exp4_P543,0
4215,last,3A,2.12,Chris Young,politics,1,0,0,3,5,4,Exp4_P560,1
4216,last,3A,5.59,Jodie Cooper,sports,0,1,0,3,2,4,Exp4_P560,1
4217,last,3A,4.73,Kerry Bell,animals,0,1,0,3,4,4,Exp4_P560,1
4218,last,3A,6.73,Mary Collins,album,0,1,0,3,3,4,Exp4_P560,1
4219,last,3A,1.21,Matthew Brown,science,1,0,0,4,4,4,Exp4_P560,1
4220,last,3A,3.61,Stevie Ward,meals,1,0,0,3,4,4,Exp4_P560,1
4221,last,3A,4.22,Taylor Miller,book,1,0,0,4,4,5,Exp4_P560,1
4222,last,1B,5.22,Blair Campbell,politics,1,0,0,1,1,1,Exp4_P640,1
4223,last,1B,1.24,Brian Walker,sports,1,0,0,4,1,1,Exp4_P640,1
4224,last,1B,5.86,Elisha Collins,book,1,0,0,6,7,7,Exp4_P640,1
4225,last,1B,3.75,Quinn Young,album,0,1,0,1,1,1,Exp4_P640,1
4226,last,1B,6.78,Rebecca Bell,animals,0,1,0,1,1,1,Exp4_P640,1
4227,last,1B,4.34,Riley Hill,meals,1,0,0,1,1,1,Exp4_P640,1
4228,last,1B,2.41,Tommie Brown,science,1,0,0,1,1,1,Exp4_P640,1
4229,last,3B,5.22,Blair Hill,book,1,0,0,2,2,3,Exp4_P755,1
4230,last,3B,1.24,Brian King,animals,0,1,0,2,2,2,Exp4_P755,1
4231,last,3B,5.86,Elisha Moore,politics,0,1,0,3,2,2,Exp4_P755,1
4232,last,3B,3.75,Quinn Parker,sports,1,0,0,3,4,5,Exp4_P755,1
4233,last,3B,6.78,Rebecca Wright,meals,0,1,0,2,3,5,Exp4_P755,1
4234,last,3B,4.34,Riley Cook,science,1,0,0,3,3,4,Exp4_P755,1
4235,last,3B,2.41,Tommie Smith,album,0,1,0,4,2,4,Exp4_P755,1
4236,last,3B,5.22,Blair Hill,book,0,1,0,3,2,4,Exp4_P648,1
4237,last,3B,1.24,Brian King,animals,1,0,0,2,2,2,Exp4_P648,1
4238,last,3B,5.86,Elisha Moore,politics,0,1,0,2,4,4,Exp4_P648,1
4239,last,3B,3.75,Quinn Parker,sports,0,1,0,2,1,2,Exp4_P648,1
4240,last,3B,6.78,Rebecca Wright,meals,0,1,0,1,2,2,Exp4_P648,1
4241,last,3B,4.34,Riley Cook,science,0,1,0,3,2,3,Exp4_P648,1
4242,last,3B,2.41,Tommie Smith,album,0,1,0,3,2,4,Exp4_P648,1
4243,last,2B,5.22,Blair Young,animals,1,0,0,1,1,1,Exp4_P789,0
4244,last,2B,1.24,Brian Wright,science,1,0,0,1,1,1,Exp4_P789,0
4245,last,2B,5.86,Elisha Bell,book,0,1,0,2,3,4,Exp4_P789,0
4246,last,2B,3.75,Quinn Brooks,politics,1,0,0,3,2,3,Exp4_P789,0
4247,last,2B,6.78,Rebecca King,album,0,1,0,2,2,3,Exp4_P789,0
4248,last,2B,4.34,Riley Campbell,sports,1,0,0,3,1,3,Exp4_P789,0
4249,last,2B,2.41,Tommie Hill,meals,1,0,0,2,3,1,Exp4_P789,0
4250,last,1A,2.12,Chris Miller,science,1,0,0,3,3,3,Exp4_P697,1
4251,last,1A,5.59,Jodie Parker,book,0,1,0,3,2,4,Exp4_P697,1
4252,last,1A,4.73,Kerry Baker,album,0,1,0,4,2,5,Exp4_P697,1
4253,last,1A,6.73,Mary Cooper,sports,0,1,0,4,2,5,Exp4_P697,1
4254,last,1A,1.21,Matthew Smith,animals,1,0,0,3,3,2,Exp4_P697,1
4255,last,1A,3.61,Stevie White,politics,1,0,0,4,3,3,Exp4_P697,1
4256,last,1A,4.22,Taylor Wright,meals,0,1,0,2,3,2,Exp4_P697,1
4257,last,3A,2.12,Chris Young,politics,1,0,0,2,3,3,Exp4_P549,1
4258,last,3A,5.59,Jodie Cooper,sports,1,0,0,3,2,4,Exp4_P549,1
4259,last,3A,4.73,Kerry Bell,animals,0,1,0,3,4,4,Exp4_P549,1
4260,last,3A,6.73,Mary Collins,album,0,1,0,4,3,4,Exp4_P549,1
4261,last,3A,1.21,Matthew Brown,science,1,0,0,4,3,3,Exp4_P549,1
4262,last,3A,3.61,Stevie Ward,meals,1,0,0,2,4,4,Exp4_P549,1
4263,last,3A,4.22,Taylor Miller,book,0,1,0,4,4,5,Exp4_P549,1
4264,last,3C,6.24,Ashley Green,album,0,1,0,4,2,4,Exp4_P816,1
4265,last,3C,2.61,Emerson Baker,animals,1,0,0,2,3,3,Exp4_P816,1
4266,last,3C,6.82,Emily Brooks,politics,0,1,0,4,4,4,Exp4_P816,1
4267,last,3C,5.34,Jackie Walker,book,0,1,0,2,2,4,Exp4_P816,1
4268,last,3C,1.28,James White,sports,1,0,0,4,1,5,Exp4_P816,1
4269,last,3C,4.39,Jessie Turner,science,0,1,0,3,3,3,Exp4_P816,1
4270,last,3C,3.87,Reese Campbell,meals,1,0,0,1,3,2,Exp4_P816,1
4271,last,1A,2.12,Chris Miller,science,1,0,0,5,2,2,Exp4_P777,1
4272,last,1A,5.59,Jodie Parker,book,0,1,0,6,3,5,Exp4_P777,1
4273,last,1A,4.73,Kerry Baker,album,0,1,0,4,2,5,Exp4_P777,1
4274,last,1A,6.73,Mary Cooper,sports,0,1,0,2,1,3,Exp4_P777,1
4275,last,1A,1.21,Matthew Smith,animals,1,0,0,1,4,2,Exp4_P777,1
4276,last,1A,3.61,Stevie White,politics,0,1,0,2,2,2,Exp4_P777,1
4277,last,1A,4.22,Taylor Wright,meals,1,0,0,2,3,1,Exp4_P777,1
4278,last,2B,5.22,Blair Young,animals,0,1,0,1,1,1,Exp4_P502,0
4279,last,2B,1.24,Brian Wright,science,1,0,0,1,1,1,Exp4_P502,0
4280,last,2B,5.86,Elisha Bell,book,0,1,0,2,2,2,Exp4_P502,0
4281,last,2B,3.75,Quinn Brooks,politics,0,1,0,3,3,3,Exp4_P502,0
4282,last,2B,6.78,Rebecca King,album,0,1,0,3,3,3,Exp4_P502,0
4283,last,2B,4.34,Riley Campbell,sports,0,1,0,3,3,3,Exp4_P502,0
4284,last,2B,2.41,Tommie Hill,meals,0,1,0,3,3,3,Exp4_P502,0
4285,last,1B,5.22,Blair Campbell,politics,0,1,0,1,2,1,Exp4_P616,0
4286,last,1B,1.24,Brian Walker,sports,1,0,0,1,1,1,Exp4_P616,0
4287,last,1B,5.86,Elisha Collins,book,1,0,0,1,1,2,Exp4_P616,0
4288,last,1B,3.75,Quinn Young,album,0,1,0,1,1,1,Exp4_P616,0
