"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","Male","Female","Other","SubjID","SubjGenderMale"
"5849","last","1A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P711",1
"5850","last","1A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P711",1
"5851","last","1A",NA,"White",NA,"White",1,0,0,"Exp2_P711",1
"5852","last","1A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P711",1
"5853","last","2A",NA,"White",NA,"White",1,0,0,"Exp2_P814",1
"5854","last","2A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P814",1
"5855","last","2A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P814",1
"5856","last","2A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P814",1
"5857","last","2A",NA,"Green",NA,"Green",1,0,0,"Exp2_P814",1
"5858","last","2A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P814",1
"5859","last","2A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P814",1
"5860","last","2A",NA,"White",NA,"White",1,0,0,"Exp2_P667",1
"5861","last","2A",NA,"Moore",NA,"Moore",0,1,0,"Exp2_P667",1
"5862","last","2A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P667",1
"5863","last","2A",NA,"Miller",NA,"Miller",0,1,0,"Exp2_P667",1
"5864","last","2A",NA,"Green",NA,"Green",1,0,0,"Exp2_P667",1
"5865","last","2A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P667",1
"5866","last","2A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P667",1
"5867","last","2A",NA,"White",NA,"White",0,0,1,"Exp2_P537",0
"5868","last","2A",NA,"Moore",NA,"Moore",0,0,1,"Exp2_P537",0
"5869","last","2A",NA,"Brown",NA,"Brown",0,0,1,"Exp2_P537",0
"5870","last","2A",NA,"Miller",NA,"Miller",0,0,1,"Exp2_P537",0
"5871","last","2A",NA,"Green",NA,"Green",0,0,1,"Exp2_P537",0
"5872","last","2A",NA,"Walker",NA,"Walker",0,0,1,"Exp2_P537",0
"5873","last","2A",NA,"Smith",NA,"Smith",0,0,1,"Exp2_P537",0
"5874","last","3B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P832",1
"5875","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P832",1
"5876","last","3B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P832",1
"5877","last","3B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P832",1
"5878","last","3B",NA,"King",NA,"King",1,0,0,"Exp2_P832",1
"5879","last","3B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P832",1
"5880","last","3B",NA,"Young",NA,"Young",1,0,0,"Exp2_P832",1
"5881","last","2A",NA,"White",NA,"White",1,0,0,"Exp2_P656",1
"5882","last","2A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P656",1
"5883","last","2A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P656",1
"5884","last","2A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P656",1
"5885","last","2A",NA,"Green",NA,"Green",1,0,0,"Exp2_P656",1
"5886","last","2A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P656",1
"5887","last","2A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P656",1
"5888","last","1B",NA,"King",NA,"King",1,0,0,"Exp2_P486",1
"5889","last","1B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P486",1
"5890","last","1B",NA,"Brooks",NA,"Brooks",0,1,0,"Exp2_P486",1
"5891","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P486",1
"5892","last","1B",NA,"Young",NA,"Young",0,1,0,"Exp2_P486",1
"5893","last","1B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P486",1
"5894","last","1B",NA,"Hill",NA,"Hill",0,1,0,"Exp2_P486",1
"5895","last","1C",NA,"Turner",NA,"Turner",0,0,1,"Exp2_P635",0
"5896","last","1C",NA,"Coook",NA,"Cook",0,0,1,"Exp2_P635",0
"5897","last","1C",NA,"Collins",NA,"Collins",0,0,1,"Exp2_P635",0
"5898","last","1C",NA,"Bell",NA,"Bell",0,0,1,"Exp2_P635",0
"5899","last","1C",NA,"Parker",NA,"Parker",0,0,1,"Exp2_P635",0
"5900","last","1C",NA,"Ward",NA,"Ward",0,0,1,"Exp2_P635",0
"5901","last","1C",NA,"Cooper",NA,"Cooper",0,0,1,"Exp2_P635",0
"5902","last","1A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P519",0
"5903","last","1A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P519",0
"5904","last","1A",NA,"Green",NA,"Green",1,0,0,"Exp2_P519",0
"5905","last","1A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P519",0
"5906","last","1A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P519",0
"5907","last","1A",NA,"White",NA,"White",1,0,0,"Exp2_P519",0
"5908","last","1A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P519",0
"5909","last","1B",NA,"King",NA,"King",0,0,1,"Exp2_P695",0
"5910","last","1B",NA,"Wright",NA,"Wright",0,0,1,"Exp2_P695",0
"5911","last","1B",NA,"Brooks",NA,"Brooks",0,0,1,"Exp2_P695",0
"5912","last","1B",NA,"Campbell",NA,"Campbell",0,0,1,"Exp2_P695",0
"5913","last","1B",NA,"Young",NA,"Young",0,0,1,"Exp2_P695",0
"5914","last","1B",NA,"Baker",NA,"Baker",0,0,1,"Exp2_P695",0
"5915","last","1B",NA,"Hill",NA,"Hill",0,0,1,"Exp2_P695",0
"5916","last","2C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P528",0
"5917","last","2C",NA,"Bell",NA,"Bell",1,0,0,"Exp2_P528",0
"5918","last","2C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P528",0
"5919","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P528",0
"5920","last","2C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P528",0
"5921","last","2C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P528",0
"5922","last","2C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P528",0
"5923","last","1C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P884",1
"5924","last","1C",NA,"Coook",NA,"Cook",1,0,0,"Exp2_P884",1
"5925","last","1C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P884",1
"5926","last","1C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P884",1
"5927","last","1C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P884",1
"5928","last","1C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P884",1
"5929","last","1C",NA,"Cooper",NA,"Cooper",0,1,0,"Exp2_P884",1
"5930","last","1C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P753",1
"5931","last","1C",NA,"Coook",NA,"Cook",0,1,0,"Exp2_P753",1
"5932","last","1C",NA,"Collins",NA,"Collins",0,1,0,"Exp2_P753",1
"5933","last","1C",NA,"Bell",NA,"Bell",1,0,0,"Exp2_P753",1
"5934","last","1C",NA,"Parker",NA,"Parker",0,1,0,"Exp2_P753",1
"5935","last","1C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P753",1
"5936","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P753",1
"5937","last","3A",NA,"White",NA,"White",1,0,0,"Exp2_P708",1
"5938","last","3A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P708",1
"5939","last","3A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P708",1
"5940","last","3A",NA,"Green",NA,"Green",1,0,0,"Exp2_P708",1
"5941","last","3A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P708",1
"5942","last","3A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P708",1
"5943","last","3A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P708",1
"5944","last","1A",NA,"Smith",NA,"Smith",0,0,1,"Exp2_P704",1
"5945","last","1A",NA,"Brown",NA,"Brown",0,0,1,"Exp2_P704",1
"5946","last","1A",NA,"Green",NA,"Green",0,0,1,"Exp2_P704",1
"5947","last","1A",NA,"Moore",NA,"Moore",0,0,1,"Exp2_P704",1
"5948","last","1A",NA,"Walker",NA,"Walker",0,0,1,"Exp2_P704",1
"5949","last","1A",NA,"White",NA,"White",0,0,1,"Exp2_P704",1
"5950","last","1A",NA,"Miller",NA,"Miller",0,0,1,"Exp2_P704",1
"5951","last","3A",NA,"White",NA,"White",1,0,0,"Exp2_P772",1
"5952","last","3A",NA,"Moore",NA,"Moore",0,1,0,"Exp2_P772",1
"5953","last","3A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P772",1
"5954","last","3A",NA,"Green",NA,"Green",0,1,0,"Exp2_P772",1
"5955","last","3A",NA,"Smith",NA,"Smith",0,1,0,"Exp2_P772",1
"5956","last","3A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P772",1
"5957","last","3A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P772",1
"5958","last","2C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P872",1
"5959","last","2C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P872",1
"5960","last","2C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P872",1
"5961","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P872",1
"5962","last","2C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P872",1
"5963","last","2C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P872",1
"5964","last","2C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P872",1
"5965","last","1B",NA,"King",NA,"King",1,0,0,"Exp2_P581",1
"5966","last","1B",NA,"Wright",NA,"Wright",0,1,0,"Exp2_P581",1
"5967","last","1B",NA,"Brooks",NA,"Brooks",0,1,0,"Exp2_P581",1
"5968","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P581",1
"5969","last","1B",NA,"Young",NA,"Young",1,0,0,"Exp2_P581",1
"5970","last","1B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P581",1
"5971","last","1B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P581",1
"5972","last","1B",NA,"King",NA,"King",1,0,0,"Exp2_P622",0
"5973","last","1B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P622",0
"5974","last","1B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P622",0
"5975","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P622",0
"5976","last","1B",NA,"Young",NA,"Young",1,0,0,"Exp2_P622",0
"5977","last","1B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P622",0
"5978","last","1B",NA,"Hill",NA,"Hill",0,1,0,"Exp2_P622",0
"5979","last","1C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P686",1
"5980","last","1C",NA,"Coook",NA,"Cook",1,0,0,"Exp2_P686",1
"5981","last","1C",NA,"Collins",NA,"Collins",0,1,0,"Exp2_P686",1
"5982","last","1C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P686",1
"5983","last","1C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P686",1
"5984","last","1C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P686",1
"5985","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P686",1
"5986","last","3A",NA,"White",NA,"White",1,0,0,"Exp2_P726",0
"5987","last","3A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P726",0
"5988","last","3A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P726",0
"5989","last","3A",NA,"Green",NA,"Green",1,0,0,"Exp2_P726",0
"5990","last","3A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P726",0
"5991","last","3A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P726",0
"5992","last","3A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P726",0
"5993","last","3C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P859",1
"5994","last","3C",NA,"Bell",NA,"Bell",1,0,0,"Exp2_P859",1
"5995","last","3C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P859",1
"5996","last","3C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P859",1
"5997","last","3C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P859",1
"5998","last","3C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P859",1
"5999","last","3C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P859",1
"6000","last","1C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P668",1
"6001","last","1C",NA,"Coook",NA,"Cook",1,0,0,"Exp2_P668",1
"6002","last","1C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P668",1
"6003","last","1C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P668",1
"6004","last","1C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P668",1
"6005","last","1C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P668",1
"6006","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P668",1
"6007","last","2B",NA,"Baker",NA,"Baker",0,0,1,"Exp2_P699",1
"6008","last","2B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P699",1
"6009","last","2B",NA,"Wright",NA,"Wright",0,0,1,"Exp2_P699",1
"6010","last","2B",NA,"Hill",NA,"Hill",0,0,1,"Exp2_P699",1
"6011","last","2B",NA,"Brooks",NA,"Brooks",0,0,1,"Exp2_P699",1
"6012","last","2B",NA,"Young",NA,"Young",0,0,1,"Exp2_P699",1
"6013","last","2B",NA,"King",NA,"King",0,0,1,"Exp2_P699",1
"6014","last","1A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P775",0
"6015","last","1A",NA,"Brown",NA,"Brown",0,1,0,"Exp2_P775",0
"6016","last","1A",NA,"Green",NA,"Green",1,0,0,"Exp2_P775",0
"6017","last","1A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P775",0
"6018","last","1A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P775",0
"6019","last","1A",NA,"White",NA,"White",1,0,0,"Exp2_P775",0
"6020","last","1A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P775",0
"6021","last","2B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P570",1
"6022","last","2B",NA,"Campbell",NA,"Campbell",0,1,0,"Exp2_P570",1
"6023","last","2B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P570",1
"6024","last","2B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P570",1
"6025","last","2B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P570",1
"6026","last","2B",NA,"Young",NA,"Young",1,0,0,"Exp2_P570",1
"6027","last","2B",NA,"King",NA,"King",0,1,0,"Exp2_P570",1
"6028","last","3B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P566",NA
"6029","last","3B",NA,"Campbell",NA,"Campbell",0,1,0,"Exp2_P566",NA
"6030","last","3B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P566",NA
"6031","last","3B",NA,"Brooks",NA,"Brooks",0,1,0,"Exp2_P566",NA
"6032","last","3B",NA,"King",NA,"King",1,0,0,"Exp2_P566",NA
"6033","last","3B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P566",NA
"6034","last","3B",NA,"Young",NA,"Young",1,0,0,"Exp2_P566",NA
"6035","last","2C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P681",0
"6036","last","2C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P681",0
"6037","last","2C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P681",0
"6038","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P681",0
"6039","last","2C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P681",0
"6040","last","2C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P681",0
"6041","last","2C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P681",0
"6042","last","2A",NA,"White",NA,"White",1,0,0,"Exp2_P639",0
"6043","last","2A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P639",0
"6044","last","2A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P639",0
"6045","last","2A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P639",0
"6046","last","2A",NA,"Green",NA,"Green",1,0,0,"Exp2_P639",0
"6047","last","2A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P639",0
"6048","last","2A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P639",0
"6049","last","1B",NA,"King",NA,"King",1,0,0,"Exp2_P558",1
"6050","last","1B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P558",1
"6051","last","1B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P558",1
"6052","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P558",1
"6053","last","1B",NA,"Young",NA,"Young",1,0,0,"Exp2_P558",1
"6054","last","1B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P558",1
"6055","last","1B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P558",1
"6056","last","2B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P567",0
"6057","last","2B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P567",0
"6058","last","2B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P567",0
"6059","last","2B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P567",0
"6060","last","2B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P567",0
"6061","last","2B",NA,"Young",NA,"Young",1,0,0,"Exp2_P567",0
"6062","last","2B",NA,"King",NA,"King",1,0,0,"Exp2_P567",0
"6063","last","3A",NA,"White",NA,"White",1,0,0,"Exp2_P654",0
"6064","last","3A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P654",0
"6065","last","3A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P654",0
"6066","last","3A",NA,"Green",NA,"Green",1,0,0,"Exp2_P654",0
"6067","last","3A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P654",0
"6068","last","3A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P654",0
"6069","last","3A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P654",0
"6070","last","3C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P808",NA
"6071","last","3C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P808",NA
"6072","last","3C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P808",NA
"6073","last","3C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P808",NA
"6074","last","3C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P808",NA
"6075","last","3C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P808",NA
"6076","last","3C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P808",NA
"6077","last","3B",NA,"Baker",NA,"Baker",0,1,0,"Exp2_P460",1
"6078","last","3B",NA,"Campbell",NA,"Campbell",0,1,0,"Exp2_P460",1
"6079","last","3B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P460",1
"6080","last","3B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P460",1
"6081","last","3B",NA,"King",NA,"King",0,1,0,"Exp2_P460",1
"6082","last","3B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P460",1
"6083","last","3B",NA,"Young",NA,"Young",1,0,0,"Exp2_P460",1
"6084","last","3C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P888",0
"6085","last","3C",NA,"Bell",NA,"Bell",1,0,0,"Exp2_P888",0
"6086","last","3C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P888",0
"6087","last","3C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P888",0
"6088","last","3C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P888",0
"6089","last","3C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P888",0
"6090","last","3C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P888",0
"6091","last","2C",NA,"Ward",NA,"Ward",0,0,1,"Exp2_P765",1
"6092","last","2C",NA,"Bell",NA,"Bell",0,0,1,"Exp2_P765",1
"6093","last","2C",NA,"Cook",NA,"Cook",0,0,1,"Exp2_P765",1
"6094","last","2C",NA,"Cooper",NA,"Cooper",0,0,1,"Exp2_P765",1
"6095","last","2C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P765",1
"6096","last","2C",NA,"Parker",NA,"Parker",0,0,1,"Exp2_P765",1
"6097","last","2C",NA,"Turner",NA,"Turner",0,0,1,"Exp2_P765",1
"6098","last","1B",NA,"King",NA,"King",1,0,0,"Exp2_P796",1
"6099","last","1B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P796",1
"6100","last","1B",NA,"Brooks",NA,"Brooks",0,1,0,"Exp2_P796",1
"6101","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P796",1
"6102","last","1B",NA,"Young",NA,"Young",0,1,0,"Exp2_P796",1
"6103","last","1B",NA,"Baker",NA,"Baker",0,1,0,"Exp2_P796",1
"6104","last","1B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P796",1
"6105","last","1C",NA,"Turner",NA,"Turner",0,0,1,"Exp2_P692",1
"6106","last","1C",NA,"Coook",NA,"Cook",0,0,1,"Exp2_P692",1
"6107","last","1C",NA,"Collins",NA,"Collins",0,0,1,"Exp2_P692",1
"6108","last","1C",NA,"Bell",NA,"Bell",0,0,1,"Exp2_P692",1
"6109","last","1C",NA,"Parker",NA,"Parker",0,0,1,"Exp2_P692",1
"6110","last","1C",NA,"Ward",NA,"Ward",0,0,1,"Exp2_P692",1
"6111","last","1C",NA,"Cooper",NA,"Cooper",0,0,1,"Exp2_P692",1
"6112","last","2C",NA,"Ward",NA,"Ward",0,1,0,"Exp2_P562",0
"6113","last","2C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P562",0
"6114","last","2C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P562",0
"6115","last","2C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P562",0
"6116","last","2C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P562",0
"6117","last","2C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P562",0
"6118","last","2C",NA,"Turner",NA,"Turner",0,1,0,"Exp2_P562",0
"6119","last","1A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P669",1
"6120","last","1A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P669",1
"6121","last","1A",NA,"Green",NA,"Green",0,1,0,"Exp2_P669",1
"6122","last","1A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P669",1
"6123","last","1A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P669",1
"6124","last","1A",NA,"White",NA,"White",1,0,0,"Exp2_P669",1
"6125","last","1A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P669",1
"6126","last","1B",NA,"King",NA,"King",1,0,0,"Exp2_P789",0
"6127","last","1B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P789",0
"6128","last","1B",NA,"Brooks",NA,"Brooks",0,1,0,"Exp2_P789",0
"6129","last","1B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P789",0
"6130","last","1B",NA,"Young",NA,"Young",1,0,0,"Exp2_P789",0
"6131","last","1B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P789",0
"6132","last","1B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P789",0
"6133","last","3C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P494",0
"6134","last","3C",NA,"Bell",NA,"Bell",1,0,0,"Exp2_P494",0
"6135","last","3C",NA,"Cook",NA,"Cook",1,0,0,"Exp2_P494",0
"6136","last","3C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P494",0
"6137","last","3C",NA,"Turner",NA,"Turner",0,1,0,"Exp2_P494",0
"6138","last","3C",NA,"Cooper",NA,"Cooper",0,1,0,"Exp2_P494",0
"6139","last","3C",NA,"Parker",NA,"Parker",0,1,0,"Exp2_P494",0
"6140","last","3A",NA,"White",NA,"White",1,0,0,"Exp2_P507",1
"6141","last","3A",NA,"Moore",NA,"Moore",1,0,0,"Exp2_P507",1
"6142","last","3A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P507",1
"6143","last","3A",NA,"Green",NA,"Green",1,0,0,"Exp2_P507",1
"6144","last","3A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P507",1
"6145","last","3A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P507",1
"6146","last","3A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P507",1
"6147","last","3B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P525",0
"6148","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P525",0
"6149","last","3B",NA,"Wright",NA,"Wright",0,1,0,"Exp2_P525",0
"6150","last","3B",NA,"Brooks",NA,"Brooks",0,1,0,"Exp2_P525",0
"6151","last","3B",NA,"King",NA,"King",1,0,0,"Exp2_P525",0
"6152","last","3B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P525",0
"6153","last","3B",NA,"Young",NA,"Young",0,1,0,"Exp2_P525",0
"6154","last","2A",NA,"White",NA,"White",1,0,0,"Exp2_P741",0
"6155","last","2A",NA,"Moore",NA,"Moore",0,1,0,"Exp2_P741",0
"6156","last","2A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P741",0
"6157","last","2A",NA,"Miller",NA,"Miller",0,1,0,"Exp2_P741",0
"6158","last","2A",NA,"Green",NA,"Green",1,0,0,"Exp2_P741",0
"6159","last","2A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P741",0
"6160","last","2A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P741",0
"6161","last","3B",NA,"Baker",NA,"Baker",1,0,0,"Exp2_P596",1
"6162","last","3B",NA,"Campbell",NA,"Campbell",1,0,0,"Exp2_P596",1
"6163","last","3B",NA,"Wright",NA,"Wright",1,0,0,"Exp2_P596",1
"6164","last","3B",NA,"Brooks",NA,"Brooks",1,0,0,"Exp2_P596",1
"6165","last","3B",NA,"King",NA,"King",1,0,0,"Exp2_P596",1
"6166","last","3B",NA,"Hill",NA,"Hill",1,0,0,"Exp2_P596",1
"6167","last","3B",NA,"Young",NA,"Young",1,0,0,"Exp2_P596",1
"6168","last","1C",NA,"Turner",NA,"Turner",1,0,0,"Exp2_P518",1
"6169","last","1C",NA,"Coook",NA,"Cook",1,0,0,"Exp2_P518",1
"6170","last","1C",NA,"Collins",NA,"Collins",1,0,0,"Exp2_P518",1
"6171","last","1C",NA,"Bell",NA,"Bell",0,1,0,"Exp2_P518",1
"6172","last","1C",NA,"Parker",NA,"Parker",1,0,0,"Exp2_P518",1
"6173","last","1C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P518",1
"6174","last","1C",NA,"Cooper",NA,"Cooper",1,0,0,"Exp2_P518",1
"6175","last","2A",NA,"White",NA,"White",1,0,0,"Exp2_P492",1
"6176","last","2A",NA,"Moore",NA,"Moore",0,1,0,"Exp2_P492",1
"6177","last","2A",NA,"Brown",NA,"Brown",1,0,0,"Exp2_P492",1
"6178","last","2A",NA,"Miller",NA,"Miller",1,0,0,"Exp2_P492",1
"6179","last","2A",NA,"Green",NA,"Green",1,0,0,"Exp2_P492",1
"6180","last","2A",NA,"Walker",NA,"Walker",1,0,0,"Exp2_P492",1
"6181","last","2A",NA,"Smith",NA,"Smith",1,0,0,"Exp2_P492",1
"6182","last","2C",NA,"Ward",NA,"Ward",1,0,0,"Exp2_P610",0
